brand_id,brand_name,type,dosage_form,generic,strength,manufacturer,package_container,package_size
27000,Linalit-M,allopathic,Tablet,Linagliptin + Metformin Hydrochloride,2.5 mg+850 mg,The White Horse Pharma,"Unit Price: ৳ 14.00,(30's pack: ৳ 420.00),",(30's pack: ৳ 420.00)
26999,Linalit-M,allopathic,Tablet,Linagliptin + Metformin Hydrochloride,2.5 mg+500 mg,The White Horse Pharma,"Unit Price: ৳ 12.00,(30's pack: ৳ 360.00),",(30's pack: ৳ 360.00)
5488,Linalit,allopathic,Tablet,Linagliptin,5 mg,The White Horse Pharma,"Unit Price: ৳ 18.00,(30's pack: ৳ 540.00),",(30's pack: ৳ 540.00)
5487,Linajen,allopathic,Tablet,Linagliptin,5 mg,Popular Pharmaceuticals Ltd.,"Unit Price: ৳ 20.00,(30's pack: ৳ 600.00),",(30's pack: ৳ 600.00)
5486,Linago,allopathic,Tablet,Linagliptin,5 mg,Medicon Pharmaceuticals Ltd.,"Unit Price: ৳ 14.77,(20's pack: ৳ 295.43),",(20's pack: ৳ 295.43)
26426,Linaglip-M,allopathic,Tablet (Extended Release),Linagliptin + Metformin Hydrochloride,5 mg+1000 mg,Aristopharma Ltd.,"Unit Price: ৳ 20.00,(28's pack: ৳ 560.00),",(28's pack: ৳ 560.00)
17201,Linaglip-M,allopathic,Tablet,Linagliptin + Metformin Hydrochloride,2.5 mg+850 mg,Aristopharma Ltd.,"Unit Price: ৳ 14.00,(20's pack: ৳ 280.00),",(20's pack: ৳ 280.00)
17200,Linaglip-M,allopathic,Tablet,Linagliptin + Metformin Hydrochloride,2.5 mg+500 mg,Aristopharma Ltd.,"Unit Price: ৳ 12.00,(30's pack: ৳ 360.00),",(30's pack: ৳ 360.00)
5480,Linaglip,allopathic,Tablet,Linagliptin,5 mg,Aristopharma Ltd.,"Unit Price: ৳ 20.00,(30's pack: ৳ 600.00),",(30's pack: ৳ 600.00)
29499,Linadus M,allopathic,Tablet,Linagliptin + Metformin Hydrochloride,2.5 mg+1000 mg,Opsonin Pharma Ltd.,"Unit Price: ৳ 16.00,(18's pack: ৳ 288.00),",(18's pack: ৳ 288.00)
29498,Linadus M,allopathic,Tablet,Linagliptin + Metformin Hydrochloride,2.5 mg+850 mg,Opsonin Pharma Ltd.,"Unit Price: ৳ 14.00,(18's pack: ৳ 252.00),",(18's pack: ৳ 252.00)
29497,Linadus M,allopathic,Tablet,Linagliptin + Metformin Hydrochloride,2.5 mg+500 mg,Opsonin Pharma Ltd.,"Unit Price: ৳ 12.00,(30's pack: ৳ 360.00),",(30's pack: ৳ 360.00)
5319,Limpet,allopathic,Tablet,Glimepiride,1 mg,Drug International Ltd.,"Unit Price: ৳ 6.00,(56's pack: ৳ 336.00),",(56's pack: ৳ 336.00)
32745,Limpa,allopathic,Tablet,Empagliflozin + Linagliptin,10 mg+5 mg,Aristopharma Ltd.,"Unit Price: ৳ 30.00,(30's pack: ৳ 900.00),",(30's pack: ৳ 900.00)
27772,Linatin M,allopathic,Tablet,Linagliptin + Metformin Hydrochloride,2.5 mg+850 mg,Delta Pharma Ltd.,"Unit Price: ৳ 8.00,(30's pack: ৳ 240.00),",(30's pack: ৳ 240.00)
17205,Linatin M,allopathic,Tablet,Linagliptin + Metformin Hydrochloride,2.5 mg+500 mg,Delta Pharma Ltd.,"Unit Price: ৳ 7.00,(30's pack: ৳ 210.00),",(30's pack: ৳ 210.00)
5492,Linatin,allopathic,Tablet,Linagliptin,5 mg,Delta Pharma Ltd.,"Unit Price: ৳ 7.00,(30's pack: ৳ 210.00),",(30's pack: ৳ 210.00)
27625,Linatab M ER,allopathic,Tablet (Extended Release),Linagliptin + Metformin Hydrochloride,5 mg+1000 mg,Incepta Pharmaceuticals Ltd.,"Unit Price: ৳ 18.00,(18's pack: ৳ 324.00),",(18's pack: ৳ 324.00)
26218,Linatab M ER,allopathic,Tablet (Extended Release),Linagliptin + Metformin Hydrochloride,2.5 mg+1000 mg,Incepta Pharmaceuticals Ltd.,"Unit Price: ৳ 16.00,(18's pack: ৳ 288.00),",(18's pack: ৳ 288.00)
17192,Linatab M,allopathic,Tablet,Linagliptin + Metformin Hydrochloride,2.5 mg+1000 mg,Incepta Pharmaceuticals Ltd.,"Unit Price: ৳ 15.00,(20's pack: ৳ 300.00),",(20's pack: ৳ 300.00)
17191,Linatab M,allopathic,Tablet,Linagliptin + Metformin Hydrochloride,2.5 mg+850 mg,Incepta Pharmaceuticals Ltd.,"Unit Price: ৳ 14.00,(20's pack: ৳ 280.00),",(20's pack: ৳ 280.00)
17190,Linatab M,allopathic,Tablet,Linagliptin + Metformin Hydrochloride,2.5 mg+500 mg,Incepta Pharmaceuticals Ltd.,"Unit Price: ৳ 12.00,(30's pack: ৳ 360.00),",(30's pack: ৳ 360.00)
32655,Linatab E,allopathic,Tablet,Empagliflozin + Linagliptin,25 mg+5 mg,Incepta Pharmaceuticals Ltd.,"Unit Price: ৳ 40.00,(30's pack: ৳ 1,200.00),","(30's pack: ৳ 1,200.00)"
32654,Linatab E,allopathic,Tablet,Empagliflozin + Linagliptin,10 mg+5 mg,Incepta Pharmaceuticals Ltd.,"Unit Price: ৳ 30.00,(30's pack: ৳ 900.00),",(30's pack: ৳ 900.00)
5491,Linatab,allopathic,Tablet,Linagliptin,5 mg,Incepta Pharmaceuticals Ltd.,"Unit Price: ৳ 18.00,(20's pack: ৳ 360.00),",(20's pack: ৳ 360.00)
28678,Linastar M,allopathic,Tablet,Linagliptin + Metformin Hydrochloride,2.5 mg+850 mg,Orion Pharma Ltd.,"Unit Price: ৳ 14.00,(30's pack: ৳ 420.00),",(30's pack: ৳ 420.00)
28677,Linastar M,allopathic,Tablet,Linagliptin + Metformin Hydrochloride,2.5 mg+500 mg,Orion Pharma Ltd.,"Unit Price: ৳ 12.00,(30's pack: ৳ 360.00),",(30's pack: ৳ 360.00)
28676,Linastar,allopathic,Tablet,Linagliptin,5 mg,Orion Pharma Ltd.,"Unit Price: ৳ 18.00,(30's pack: ৳ 540.00),",(30's pack: ৳ 540.00)
17209,Linarol-M,allopathic,Tablet,Linagliptin + Metformin Hydrochloride,2.5 mg+1000 mg,Drug International Ltd.,"Unit Price: ৳ 16.05,(14's pack: ৳ 224.70),",(14's pack: ৳ 224.70)
17208,Linarol-M,allopathic,Tablet,Linagliptin + Metformin Hydrochloride,2.5 mg+850 mg,Drug International Ltd.,"Unit Price: ৳ 14.00,(14's pack: ৳ 196.00),",(14's pack: ৳ 196.00)
21729,Linax Plus,allopathic,Tablet,Linagliptin + Metformin Hydrochloride,2.5 mg+850 mg,Ibn Sina Pharmaceuticals Ltd.,"Unit Price: ৳ 9.00,(30's pack: ৳ 270.00),",(30's pack: ৳ 270.00)
21728,Linax Plus,allopathic,Tablet,Linagliptin + Metformin Hydrochloride,2.5 mg+500 mg,Ibn Sina Pharmaceuticals Ltd.,"Unit Price: ৳ 8.00,(30's pack: ৳ 240.00),",(30's pack: ৳ 240.00)
5493,Linax,allopathic,Tablet,Linagliptin,5 mg,Ibn Sina Pharmaceuticals Ltd.,"Unit Price: ৳ 7.00,(30's pack: ৳ 210.00),,Unit Price: ৳ 7.00,(60's pack: ৳ 420.00),","(30's pack: ৳ 210.00),(60's pack: ৳ 420.00)"
27773,Linatin M,allopathic,Tablet,Linagliptin + Metformin Hydrochloride,2.5 mg+1000 mg,Delta Pharma Ltd.,"Unit Price: ৳ 10.00,(30's pack: ৳ 300.00),",(30's pack: ৳ 300.00)
17207,Linarol-M,allopathic,Tablet,Linagliptin + Metformin Hydrochloride,2.5 mg+500 mg,Drug International Ltd.,"Unit Price: ৳ 12.00,(14's pack: ৳ 168.00),",(14's pack: ৳ 168.00)
5490,Linarol,allopathic,Tablet,Linagliptin,5 mg,Drug International Ltd.,"Unit Price: ৳ 18.00,(42's pack: ৳ 756.00),",(42's pack: ৳ 756.00)
26569,Linaptin M,allopathic,Tablet,Linagliptin + Metformin Hydrochloride,2.5 mg+850 mg,General Pharmaceuticals Ltd.,"Unit Price: ৳ 14.00,(20's pack: ৳ 280.00),",(20's pack: ৳ 280.00)
26568,Linaptin M,allopathic,Tablet,Linagliptin + Metformin Hydrochloride,2.5 mg+500 mg,General Pharmaceuticals Ltd.,"Unit Price: ৳ 12.00,(30's pack: ৳ 360.00),",(30's pack: ৳ 360.00)
5489,Linaptin,allopathic,Tablet,Linagliptin,5 mg,General Pharmaceuticals Ltd.,"Unit Price: ৳ 18.00,(15's pack: ৳ 270.00),",(15's pack: ৳ 270.00)
17259,Linamide,allopathic,Capsule,Lenalidomide,25 mg,Beacon Pharmaceuticals Ltd.,"Unit Price: ৳ 400.00,(18's pack: ৳ 7,200.00),","(18's pack: ৳ 7,200.00)"
17258,Linamide,allopathic,Capsule,Lenalidomide,10 mg,Beacon Pharmaceuticals Ltd.,"Unit Price: ৳ 200.00,(18's pack: ৳ 3,600.00),","(18's pack: ৳ 3,600.00)"
26474,Linamet,allopathic,Tablet,Linagliptin + Metformin Hydrochloride,2.5 mg+1000 mg,Popular Pharmaceuticals Ltd.,"Unit Price: ৳ 16.00,(20's pack: ৳ 320.00),",(20's pack: ৳ 320.00)
17197,Linamet,allopathic,Tablet,Linagliptin + Metformin Hydrochloride,2.5 mg+850 mg,Popular Pharmaceuticals Ltd.,"Unit Price: ৳ 14.00,(20's pack: ৳ 280.00),",(20's pack: ৳ 280.00)
17196,Linamet,allopathic,Tablet,Linagliptin + Metformin Hydrochloride,2.5 mg+500 mg,Popular Pharmaceuticals Ltd.,"Unit Price: ৳ 12.00,(30's pack: ৳ 360.00),",(30's pack: ৳ 360.00)
21750,Linexil,allopathic,IV Infusion,Linezolid,2 mg/ml,Opsonin Pharma Ltd.,300 ml solution: ৳ 451.36,Not Specified
8940,Linexil,allopathic,Powder for Suspension,Linezolid,100 mg/5 ml,Opsonin Pharma Ltd.,100 ml bottle: ৳ 280.00,Not Specified
8939,Linexil,allopathic,Tablet,Linezolid,600 mg,Opsonin Pharma Ltd.,"Unit Price: ৳ 85.00,(10's pack: ৳ 850.00),",(10's pack: ৳ 850.00)
31075,Linera M,allopathic,Tablet,Linagliptin + Metformin Hydrochloride,2.5 mg+1000 mg,Ziska Pharmaceuticals Ltd.,"Unit Price: ৳ 16.00,(32's pack: ৳ 512.00),",(32's pack: ৳ 512.00)
31074,Linera M,allopathic,Tablet,Linagliptin + Metformin Hydrochloride,2.5 mg+850 mg,Ziska Pharmaceuticals Ltd.,"Unit Price: ৳ 14.00,(32's pack: ৳ 448.00),",(32's pack: ৳ 448.00)
31073,Linera M,allopathic,Tablet,Linagliptin + Metformin Hydrochloride,2.5 mg+500 mg,Ziska Pharmaceuticals Ltd.,"Unit Price: ৳ 12.00,(32's pack: ৳ 384.00),",(32's pack: ৳ 384.00)
30964,Linera,allopathic,Tablet,Linagliptin,5 mg,Ziska Pharmaceuticals Ltd.,"Unit Price: ৳ 18.00,(30's pack: ৳ 540.00),",(30's pack: ৳ 540.00)
6927,Lindex DS,allopathic,Powder for Suspension,Cephradine,250 mg/5 ml,Rangs Pharmaceuticals Ltd.,100 ml bottle: ৳ 130.00,Not Specified
27807,Lindex,allopathic,IM/IV Injection,Cephradine,1 gm/vial,Rangs Pharmaceuticals Ltd.,1 gm vial: ৳ 85.00,Not Specified
6929,Lindex,allopathic,IM/IV Injection,Cephradine,500 mg/vial,Rangs Pharmaceuticals Ltd.,"500 mg vial: ৳ 55.00,(5's pack: ৳ 275.00),",(5's pack: ৳ 275.00)
6928,Lindex,allopathic,Pediatric Drops,Cephradine,125 mg/1.25 ml,Rangs Pharmaceuticals Ltd.,15 ml bottle: ৳ 60.00,Not Specified
6926,Lindex,allopathic,Powder for Suspension,Cephradine,125 mg/5 ml,Rangs Pharmaceuticals Ltd.,100 ml bottle: ৳ 85.00,Not Specified
6925,Lindex,allopathic,Capsule,Cephradine,500 mg,Rangs Pharmaceuticals Ltd.,"Unit Price: ৳ 13.00,(20's pack: ৳ 260.00),",(20's pack: ৳ 260.00)
6924,Lindex,allopathic,Capsule,Cephradine,250 mg,Rangs Pharmaceuticals Ltd.,"Unit Price: ৳ 7.00,(20's pack: ৳ 140.00),",(20's pack: ৳ 140.00)
13092,Lindamax Plus,allopathic,Topical Gel,Clindamycin + Tretinoin,1.2%+0.025%,Eskayef Pharmaceuticals Ltd.,10 gm tube: ৳ 120.00,Not Specified
12769,Lindamax,allopathic,Lotion,Clindamycin (Lotion),1%,Eskayef Pharmaceuticals Ltd.,25 ml bottle: ৳ 125.00,Not Specified
5495,Linita,allopathic,Tablet,Linagliptin,5 mg,Square Pharmaceuticals Ltd.,"Unit Price: ৳ 15.05,(30's pack: ৳ 451.50),",(30's pack: ৳ 451.50)
29872,Linez,allopathic,Tablet,Linezolid,400 mg,Renata Limited,"Unit Price: ৳ 60.00,(12's pack: ৳ 720.00),",(12's pack: ৳ 720.00)
29854,Linez,allopathic,Tablet,Linezolid,600 mg,Renata Limited,"Unit Price: ৳ 85.00,(12's pack: ৳ 1,020.00),","(12's pack: ৳ 1,020.00)"
31676,Linexil,allopathic,Tablet,Linezolid,400 mg,Opsonin Pharma Ltd.,"Unit Price: ৳ 60.00,(20's pack: ৳ 1,200.00),","(20's pack: ৳ 1,200.00)"
8849,Lindamax,allopathic,Capsule,Clindamycin,300 mg,Eskayef Pharmaceuticals Ltd.,"Unit Price: ৳ 15.00,(30's pack: ৳ 450.00),",(30's pack: ৳ 450.00)
8848,Lindamax,allopathic,Capsule,Clindamycin,150 mg,Eskayef Pharmaceuticals Ltd.,"Unit Price: ৳ 8.00,(30's pack: ৳ 240.00),",(30's pack: ৳ 240.00)
11618,Lindac,allopathic,Tablet,Sulindac,200 mg,Popular Pharmaceuticals Ltd.,"Unit Price: ৳ 9.54,(50's pack: ৳ 477.00),",(50's pack: ৳ 477.00)
11617,Lindac,allopathic,Tablet,Sulindac,100 mg,Popular Pharmaceuticals Ltd.,"Unit Price: ৳ 5.02,(50's pack: ৳ 251.00),",(50's pack: ৳ 251.00)
15664,Linda-S DS,allopathic,IM/IV Injection,Oxytocin,10 IU/ml,Nuvista Pharma Ltd.,"10 IU ampoule: ৳ 25.69,(20's pack: ৳ 513.81),",(20's pack: ৳ 513.81)
8847,Lincocin,allopathic,Capsule,Clindamycin,300 mg,ACME Laboratories Ltd.,"Unit Price: ৳ 15.04,(30's pack: ৳ 451.20),",(30's pack: ৳ 451.20)
8846,Lincocin,allopathic,Capsule,Clindamycin,150 mg,ACME Laboratories Ltd.,"Unit Price: ৳ 8.03,(30's pack: ৳ 240.90),",(30's pack: ৳ 240.90)
5494,Linaxitin,allopathic,Tablet,Linagliptin,5 mg,Pharmasia Limited,"Unit Price: ৳ 15.00,(30's pack: ৳ 450.00),",(30's pack: ৳ 450.00)
32628,Linax Plus,allopathic,Tablet (Extended Release),Linagliptin + Metformin Hydrochloride,5 mg+1000 mg,Ibn Sina Pharmaceuticals Ltd.,"Unit Price: ৳ 14.00,(30's pack: ৳ 420.00),",(30's pack: ৳ 420.00)
21730,Linax Plus,allopathic,Tablet,Linagliptin + Metformin Hydrochloride,2.5 mg+1000 mg,Ibn Sina Pharmaceuticals Ltd.,"Unit Price: ৳ 10.00,(30's pack: ৳ 300.00),",(30's pack: ৳ 300.00)
1189,Lipicon,allopathic,Tablet,Atorvastatin Calcium,10 mg,Eskayef Pharmaceuticals Ltd.,"Unit Price: ৳ 10.00,(30's pack: ৳ 300.00),,Unit Price: ৳ 10.00,(40's pack: ৳ 400.00),,Unit Price: ৳ 10.00,(50's pack: ৳ 500.00),","(30's pack: ৳ 300.00),(40's pack: ৳ 400.00),(50's pack: ৳ 500.00)"
30596,Lipichek,allopathic,Tablet,Amlodipine Besilate + Atorvastatin,5 mg+10 mg,General Pharmaceuticals Ltd.,"Unit Price: ৳ 11.03,(20's pack: ৳ 220.60),",(20's pack: ৳ 220.60)
1188,Lipex,allopathic,Tablet,Atorvastatin Calcium,20 mg,Orion Pharma Ltd.,"Unit Price: ৳ 18.00,(20's pack: ৳ 360.00),",(20's pack: ৳ 360.00)
1187,Lipex,allopathic,Tablet,Atorvastatin Calcium,10 mg,Orion Pharma Ltd.,"Unit Price: ৳ 10.00,(30's pack: ৳ 300.00),",(30's pack: ৳ 300.00)
11738,Liosal,allopathic,Tablet,Baclofen,10 mg,Delta Pharma Ltd.,"Unit Price: ৳ 8.00,(30's pack: ৳ 240.00),",(30's pack: ৳ 240.00)
11737,Lioresal,allopathic,Tablet,Baclofen,25 mg,Novartis (Bangladesh) Ltd.,"Unit Price: ৳ 22.69,(50's pack: ৳ 1,134.27),","(50's pack: ৳ 1,134.27)"
11736,Lioresal,allopathic,Tablet,Baclofen,10 mg,Novartis (Bangladesh) Ltd.,"Unit Price: ৳ 13.01,(50's pack: ৳ 650.46),",(50's pack: ৳ 650.46)
11735,Liorel,allopathic,Tablet,Baclofen,10 mg,ACI Limited,"Unit Price: ৳ 8.05,(30's pack: ৳ 241.50),",(30's pack: ৳ 241.50)
11734,Liorel,allopathic,Tablet,Baclofen,5 mg,ACI Limited,"Unit Price: ৳ 4.53,(50's pack: ৳ 226.50),",(50's pack: ৳ 226.50)
11781,Liofen,allopathic,Tablet,Baclofen,10 mg,Sun Pharmaceutical Ltd.,"Unit Price: ৳ 8.03,(30's pack: ৳ 240.90),",(30's pack: ৳ 240.90)
11780,Liofen,allopathic,Tablet,Baclofen,5 mg,Sun Pharmaceutical Ltd.,"Unit Price: ৳ 4.51,(50's pack: ৳ 225.50),",(50's pack: ৳ 225.50)
21749,Linzolid,allopathic,Tablet,Linezolid,400 mg,Incepta Pharmaceuticals Ltd.,"Unit Price: ৳ 60.00,(10's pack: ৳ 600.00),",(10's pack: ৳ 600.00)
8935,Linzolid,allopathic,IV Infusion,Linezolid,2 mg/ml,Incepta Pharmaceuticals Ltd.,300 ml solution: ৳ 450.00,Not Specified
8934,Linzolid,allopathic,Powder for Suspension,Linezolid,100 mg/5 ml,Incepta Pharmaceuticals Ltd.,100 ml bottle: ৳ 280.00,Not Specified
8933,Linzolid,allopathic,Tablet,Linezolid,600 mg,Incepta Pharmaceuticals Ltd.,"Unit Price: ৳ 85.00,(10's pack: ৳ 850.00),",(10's pack: ৳ 850.00)
21724,Lintin,allopathic,Tablet,Linagliptin,5 mg,Kemiko Pharmaceuticals Ltd.,"Unit Price: ৳ 20.00,(20's pack: ৳ 400.00),",(20's pack: ৳ 400.00)
28553,Lipigent,allopathic,Tablet,Atorvastatin Calcium,20 mg,Pacific Pharmaceuticals Ltd.,"Unit Price: ৳ 18.00,(20's pack: ৳ 360.00),",(20's pack: ৳ 360.00)
1194,Lipigent,allopathic,Tablet,Atorvastatin Calcium,10 mg,Pacific Pharmaceuticals Ltd.,"Unit Price: ৳ 10.00,(30's pack: ৳ 300.00),",(30's pack: ৳ 300.00)
3344,Lipidof,allopathic,Capsule,Fenofibrate,200 mg,ACME Laboratories Ltd.,"Unit Price: ৳ 7.04,(30's pack: ৳ 211.20),,Unit Price: ৳ 7.04,(20's pack: ৳ 140.80),","(30's pack: ৳ 211.20),(20's pack: ৳ 140.80)"
1193,Lipicut,allopathic,Tablet,Atorvastatin Calcium,20 mg,Rangs Pharmaceuticals Ltd.,"Unit Price: ৳ 18.05,(20's pack: ৳ 361.00),",(20's pack: ৳ 361.00)
1192,Lipicut,allopathic,Tablet,Atorvastatin Calcium,10 mg,Rangs Pharmaceuticals Ltd.,"Unit Price: ৳ 10.03,(30's pack: ৳ 300.90),",(30's pack: ৳ 300.90)
29951,Lipicon,allopathic,Tablet,Atorvastatin Calcium,40 mg,Eskayef Pharmaceuticals Ltd.,"Unit Price: ৳ 24.00,(10's pack: ৳ 240.00),",(10's pack: ৳ 240.00)
1190,Lipicon,allopathic,Tablet,Atorvastatin Calcium,20 mg,Eskayef Pharmaceuticals Ltd.,"Unit Price: ৳ 18.00,(20's pack: ৳ 360.00),,Unit Price: ৳ 18.00,(30's pack: ৳ 540.00),","(20's pack: ৳ 360.00),(30's pack: ৳ 540.00)"
29314,Lino-M XR,allopathic,Tablet (Extended Release),Linagliptin + Metformin Hydrochloride,5 mg+1000 mg,ACME Laboratories Ltd.,"Unit Price: ৳ 18.00,(30's pack: ৳ 540.00),",(30's pack: ৳ 540.00)
17199,Lino-M,allopathic,Tablet,Linagliptin + Metformin Hydrochloride,2.5 mg+850 mg,ACME Laboratories Ltd.,"Unit Price: ৳ 14.00,(20's pack: ৳ 280.00),",(20's pack: ৳ 280.00)
17198,Lino-M,allopathic,Tablet,Linagliptin + Metformin Hydrochloride,2.5 mg+500 mg,ACME Laboratories Ltd.,"Unit Price: ৳ 12.00,(20's pack: ৳ 240.00),",(20's pack: ৳ 240.00)
5496,Lino,allopathic,Tablet,Linagliptin,5 mg,ACME Laboratories Ltd.,"Unit Price: ৳ 18.00,(30's pack: ৳ 540.00),",(30's pack: ৳ 540.00)
29213,Linlid,allopathic,Powder for Suspension,Linezolid,100 mg/5 ml,Team Pharmaceuticals Ltd.,100 ml bottle: ৳ 280.00,Not Specified
29212,Linlid,allopathic,Tablet,Linezolid,600 mg,Team Pharmaceuticals Ltd.,"Unit Price: ৳ 85.00,(10's pack: ৳ 850.00),",(10's pack: ৳ 850.00)
29211,Linlid,allopathic,Tablet,Linezolid,400 mg,Team Pharmaceuticals Ltd.,"Unit Price: ৳ 60.00,(20's pack: ৳ 1,200.00),","(20's pack: ৳ 1,200.00)"
1215,Lipovast,allopathic,Tablet,Atorvastatin Calcium,10 mg,Sharif Pharmaceuticals Ltd.,"Unit Price: ৳ 10.03,(30's pack: ৳ 300.90),",(30's pack: ৳ 300.90)
1214,Lipostat,allopathic,Tablet,Atorvastatin Calcium,20 mg,Navana Pharmaceuticals Ltd.,"Unit Price: ৳ 15.05,(30's pack: ৳ 451.50),",(30's pack: ৳ 451.50)
1213,Lipostat,allopathic,Tablet,Atorvastatin Calcium,10 mg,Navana Pharmaceuticals Ltd.,"Unit Price: ৳ 10.03,(30's pack: ৳ 300.95),",(30's pack: ৳ 300.95)
27313,Lipofit,allopathic,IV Infusion,Intravenous Fat Emulsion,10%,Beacon Pharmaceuticals Ltd.,"500 ml bottle: ৳ 1,100.00",Not Specified
1212,Lipobi,allopathic,Tablet,Atorvastatin Calcium,10 mg,Nipa Pharmaceuticals Ltd.,"Unit Price: ৳ 10.00,(30's pack: ৳ 300.00),",(30's pack: ৳ 300.00)
3380,Liploss,allopathic,Tablet,Pitavastatin Calcium,2 mg,Drug International Ltd.,"Unit Price: ৳ 10.05,(20's pack: ৳ 201.00),",(20's pack: ৳ 201.00)
1211,Liplo,allopathic,Tablet,Atorvastatin Calcium,20 mg,Globe Pharmaceuticals Ltd.,"Unit Price: ৳ 18.00,(10's pack: ৳ 180.00),",(10's pack: ৳ 180.00)
1210,Liplo,allopathic,Tablet,Atorvastatin Calcium,10 mg,Globe Pharmaceuticals Ltd.,"Unit Price: ৳ 10.00,(10's pack: ৳ 100.00),,Unit Price: ৳ 10.00,(30's pack: ৳ 300.00),","(10's pack: ৳ 100.00),(30's pack: ৳ 300.00)"
17722,Lipiva Plus,allopathic,Tablet,Amlodipine Besilate + Atorvastatin,5 mg+10 mg,Leon Pharmaceuticals Ltd.,"Unit Price: ৳ 11.00,(30's pack: ৳ 330.00),",(30's pack: ৳ 330.00)
25558,Lipiva,allopathic,Tablet,Atorvastatin Calcium,20 mg,Leon Pharmaceuticals Ltd.,"Unit Price: ৳ 18.00,(30's pack: ৳ 540.00),",(30's pack: ৳ 540.00)
25557,Lipiva,allopathic,Tablet,Atorvastatin Calcium,10 mg,Leon Pharmaceuticals Ltd.,"Unit Price: ৳ 10.00,(30's pack: ৳ 300.00),",(30's pack: ৳ 300.00)
1202,Lipitin,allopathic,Tablet,Atorvastatin Calcium,20 mg,General Pharmaceuticals Ltd.,"Unit Price: ৳ 18.12,(20's pack: ৳ 362.31),",(20's pack: ৳ 362.31)
1201,Lipitin,allopathic,Tablet,Atorvastatin Calcium,10 mg,General Pharmaceuticals Ltd.,"Unit Price: ৳ 10.07,(30's pack: ৳ 302.15),",(30's pack: ৳ 302.15)
1199,Lipistat,allopathic,Tablet,Atorvastatin Calcium,10 mg,Veritas Pharmaceuticals Ltd.,"Unit Price: ৳ 8.00,(30's pack: ৳ 240.00),",(30's pack: ৳ 240.00)
30308,Lipiros,allopathic,Tablet,Rosuvastatin,10 mg,Pacific Pharmaceuticals Ltd.,"Unit Price: ৳ 25.00,(30's pack: ৳ 750.00),",(30's pack: ৳ 750.00)
30307,Lipiros,allopathic,Tablet,Rosuvastatin,5 mg,Pacific Pharmaceuticals Ltd.,"Unit Price: ৳ 12.50,(30's pack: ৳ 375.00),",(30's pack: ৳ 375.00)
13518,Liquical,allopathic,Capsule,Calcitriol,0.25 mcg,Beacon Pharmaceuticals Ltd.,"Unit Price: ৳ 10.06,(30's pack: ৳ 301.80),",(30's pack: ৳ 301.80)
32572,Liptor EZ,allopathic,Tablet,Atorvastatin + Ezetimibe,20 mg+10 mg,ACME Laboratories Ltd.,"Unit Price: ৳ 22.00,(30's pack: ৳ 660.00),",(30's pack: ৳ 660.00)
32571,Liptor EZ,allopathic,Tablet,Atorvastatin + Ezetimibe,10 mg+10 mg,ACME Laboratories Ltd.,"Unit Price: ৳ 14.00,(30's pack: ৳ 420.00),",(30's pack: ৳ 420.00)
28272,Liptor,allopathic,Tablet,Atorvastatin Calcium,80 mg,ACME Laboratories Ltd.,"Unit Price: ৳ 30.00,(30's pack: ৳ 900.00),",(30's pack: ৳ 900.00)
25575,Liptor,allopathic,Tablet,Atorvastatin Calcium,40 mg,ACME Laboratories Ltd.,"Unit Price: ৳ 24.16,(10's pack: ৳ 241.60),",(10's pack: ৳ 241.60)
1205,Liptor,allopathic,Tablet,Atorvastatin Calcium,20 mg,ACME Laboratories Ltd.,"Unit Price: ৳ 18.11,(20's pack: ৳ 362.20),",(20's pack: ৳ 362.20)
1204,Liptor,allopathic,Tablet,Atorvastatin Calcium,10 mg,ACME Laboratories Ltd.,"Unit Price: ৳ 10.07,(30's pack: ৳ 302.10),",(30's pack: ৳ 302.10)
2610,Lipril,allopathic,Tablet,Lisinopril,10 mg,ACME Laboratories Ltd.,"Unit Price: ৳ 5.53,(30's pack: ৳ 165.90),",(30's pack: ৳ 165.90)
2609,Lipril,allopathic,Tablet,Lisinopril,5 mg,ACME Laboratories Ltd.,"Unit Price: ৳ 3.01,(50's pack: ৳ 150.50),",(50's pack: ৳ 150.50)
3346,Lipired,allopathic,Capsule,Fenofibrate,200 mg,Square Pharmaceuticals Ltd.,"Unit Price: ৳ 7.04,(30's pack: ৳ 211.20),",(30's pack: ৳ 211.20)
1198,Lipinor,allopathic,Tablet,Atorvastatin Calcium,10 mg,Rephco Pharmaceuticals Ltd.,"Unit Price: ৳ 7.00,(30's pack: ৳ 210.00),",(30's pack: ৳ 210.00)
1197,Lipiles,allopathic,Tablet,Atorvastatin Calcium,20 mg,Pharmasia Limited,"Unit Price: ৳ 18.00,(10's pack: ৳ 180.00),",(10's pack: ৳ 180.00)
1196,Lipiles,allopathic,Tablet,Atorvastatin Calcium,10 mg,Pharmasia Limited,"Unit Price: ৳ 10.00,(20's pack: ৳ 200.00),",(20's pack: ৳ 200.00)
28554,Lipigent Plus,allopathic,Tablet,Amlodipine Besilate + Atorvastatin,5 mg+10 mg,Pacific Pharmaceuticals Ltd.,"Unit Price: ৳ 11.00,(30's pack: ৳ 330.00),",(30's pack: ৳ 330.00)
29416,Livacol,allopathic,Tablet,Obeticholic Acid,5 mg,Square Pharmaceuticals Ltd.,"Unit Price: ৳ 30.00,(20's pack: ৳ 600.00),",(20's pack: ৳ 600.00)
